ticker,name,score,roe,revenue_growth,earnings_growth,per,pbr,debt_to_equity,sector,index
PR,Permian Resources,,,,,,,,Energy,S&P400
RBC,RBC Bearings,,,,,,,,Industrials,S&P400
RGA,Reinsurance Group of America,,,,,,,,Financials,S&P400
REXR,Rexford Industrial Realty,,,,,,,,Real Estate,S&P400
RGEN,Repligen,,,,,,,,Health Care,S&P400
RGLD,Royal Gold,,,,,,,,Materials,S&P400
RH,RH,,,,,,,,Consumer Discretionary,S&P400
R,Ryder,,,,,,,,Industrials,S&P400
RBA,RB Global,,,,,,,,Industrials,S&P400
RLI,RLI Corp.,,,,,,,,Financials,S&P400
RMBS,Rambus,,,,,,,,Information Technology,S&P400
RNR,RenaissanceRe,,,,,,,,Financials,S&P400
ROIV,Roivant Sciences,,,,,,,,Health Care,S&P400
RPM,RPM International,,,,,,,,Materials,S&P400
RYAN,Ryan Specialty,,,,,,,,Financials,S&P400
RYN,Rayonier,,,,,,,,Real Estate,S&P400
ROKU,"Roku, Inc.",,,,,,,,Communication Services,S&P400
RS,"Reliance, Inc.",,,,,,,,Materials,S&P400
RRC,Range Resources,,,,,,,,Energy,S&P400
RRX,Regal Rexnord,,,,,,,,Industrials,S&P400
SAIA,Saia,,,,,,,,Industrials,S&P400
SAM,Boston Beer Company,,,,,,,,Consumer Staples,S&P400
SANM,Sanmina Corporation,,,,,,,,Information Technology,S&P400
SAIC,Science Applications Intl Corp,,,,,,,,Industrials,S&P400
SARO,StandardAero,,,,,,,,Industrials,S&P400
SGI,Somnigroup International,,,,,,,,Consumer Discretionary,S&P400
SFM,Sprouts Farmers Market,,,,,,,,Consumer Staples,S&P400
SBRA,Sabra Health Care REIT,,,,,,,,Real Estate,S&P400
SF,Stifel,,,,,,,,Financials,S&P400
SCI,Service Corp Intl,,,,,,,,Consumer Discretionary,S&P400
SEIC,SEI Investments Company,,,,,,,,Financials,S&P400
SIGI,Selective Insurance Group,,,,,,,,Financials,S&P400
SIRI,SiriusXM,,,,,,,,Communication Services,S&P400
SITM,SiTime,,,,,,,,Information Technology,S&P400
SLAB,Silicon Labs,,,,,,,,Information Technology,S&P400
SHC,Sotera Health,,,,,,,,Health Care,S&P400
SMTC,Semtech,,,,,,,,Information Technology,S&P400
SN,SharkNinja,,,,,,,,Consumer Discretionary,S&P400
SNX,TD Synnex,,,,,,,,Information Technology,S&P400
SOLS,Solstice Advanced Materials,,,,,,,,Materials,S&P400
SLGN,Silgan Holdings,,,,,,,,Materials,S&P400
SLM,SLM Corp,,,,,,,,Financials,S&P400
SMG,Scotts Miracle-Gro Company,,,,,,,,Materials,S&P400
SPXC,SPX Technologies,,,,,,,,Industrials,S&P400
SR,Spire,,,,,,,,Utilities,S&P400
SSB,South State Bank,,,,,,,,Financials,S&P400
SON,Sonoco,,,,,,,,Materials,S&P400
SSD,Simpson Manufacturing,,,,,,,,Industrials,S&P400
SWX,Southwest Gas Corp,,,,,,,,Utilities,S&P400
SYNA,Synaptics,,,,,,,,Information Technology,S&P400
STWD,Starwood Property Trust,,,,,,,,Financials,S&P400
ST,Sensata Technologies,,,,,,,,Industrials,S&P400
STAG,STAG Industrial,,,,,,,,Real Estate,S&P400
STRL,Sterling Infrastructure,,,,,,,,Industrials,S&P400
TEX,Terex,,,,,,,,Industrials,S&P400
THC,Tenet Health,,,,,,,,Health Care,S&P400
THG,Hanover Insurance,,,,,,,,Financials,S&P400
THO,Thor Industries,,,,,,,,Consumer Discretionary,S&P400
TKR,Timken,,,,,,,,Industrials,S&P400
TCBI,Texas Capital Bancshares,,,,,,,,Financials,S&P400
TNL,Travel + Leisure Co.,,,,,,,,Consumer Discretionary,S&P400
TOL,Toll Brothers,,,,,,,,Consumer Discretionary,S&P400
TREX,Trex,,,,,,,,Industrials,S&P400
TRU,TransUnion,,,,,,,,Industrials,S&P400
TLN,Talen Energy,,,,,,,,Utilities,S&P400
TMHC,Taylor Morrison,,,,,,,,Consumer Discretionary,S&P400
TTC,Toro,,,,,,,,Industrials,S&P400
TWLO,Twilio,,,,,,,,Information Technology,S&P400
TXNM,TXNM Energy,,,,,,,,Utilities,S&P400
TTMI,TTM Technologies,,,,,,,,Information Technology,S&P400
TTEK,Tetra Tech,,,,,,,,Industrials,S&P400
TXRH,Texas Roadhouse,,,,,,,,Consumer Discretionary,S&P400
ULS,UL Solutions,,,,,,,,Industrials,S&P400
UMBF,UMB Financial Corp.,,,,,,,,Financials,S&P400
UGI,UGI Corp,,,,,,,,Utilities,S&P400
UBSI,United Bankshares,,,,,,,,Financials,S&P400
UFPI,UFP Industries,,,,,,,,Industrials,S&P400
UNM,Unum,,,,,,,,Financials,S&P400
VAL,Valaris,,,,,,,,Energy,S&P400
VC,Visteon,,,,,,,,Consumer Discretionary,S&P400
UTHR,United Therapeutics,,,,,,,,Health Care,S&P400
USFD,US Foods,,,,,,,,Consumer Staples,S&P400
VFC,VF Corporation,,,,,,,,Consumer Discretionary,S&P400
VNO,Vornado Realty Trust,,,,,,,,Real Estate,S&P400
VMI,Valmont Industries,,,,,,,,Industrials,S&P400
VLY,Valley Bank,,,,,,,,Financials,S&P400
VNOM,Viper Energy,,,,,,,,Energy,S&P400
VIAV,Viavi Solutions,,,,,,,,Information Technology,S&P400
VICR,Vicor Corporation,,,,,,,,Industrials,S&P400
VNT,Vontier,,,,,,,,Information Technology,S&P400
WAL,Western Alliance Bancorporation,,,,,,,,Financials,S&P400
VVV,Valvoline,,,,,,,,Consumer Discretionary,S&P400
VOYA,Voya Financial,,,,,,,,Financials,S&P400
WBS,Webster Bank,,,,,,,,Financials,S&P400
WCC,WESCO International,,,,,,,,Industrials,S&P400
WEX,WEX Inc.,,,,,,,,Financials,S&P400
WING,Wingstop,,,,,,,,Consumer Discretionary,S&P400
WHR,Whirlpool Corporation,,,,,,,,Consumer Discretionary,S&P400
WMS,Advanced Drainage Systems,,,,,,,,Industrials,S&P400
WMG,Warner Music Group,,,,,,,,Communication Services,S&P400
WH,Wyndham Hotels & Resorts,,,,,,,,Consumer Discretionary,S&P400
WLK,Westlake Corporation,,,,,,,,Materials,S&P400
WFRD,Weatherford International,,,,,,,,Energy,S&P400
WPC,W. P. Carey,,,,,,,,Real Estate,S&P400
WSO,Watsco,,,,,,,,Industrials,S&P400
WTFC,Wintrust Financial,,,,,,,,Financials,S&P400
WTRG,Essential Utilities,,,,,,,,Utilities,S&P400
XPO,"XPO, Inc.",,,,,,,,Industrials,S&P400
WTS,Watts Water Technologies,,,,,,,,Industrials,S&P400
WWD,"Woodward, Inc.",,,,,,,,Industrials,S&P400
YETI,Yeti Holdings,,,,,,,,Consumer Discretionary,S&P400
AAMI,Acadian Asset Management Inc.,,,,,,,,Financials,S&P600
ZION,Zions Bancorporation,,,,,,,,Financials,S&P400
AAP,"Advance Auto Parts, Inc.",,,,,,,,Consumer Discretionary,S&P600
ABCB,Ameris Bancorp,,,,,,,,Financials,S&P600
AAT,American Assets Trust,,,,,,,,Real Estate,S&P600
ABG,Asbury Automotive Group,,,,,,,,Consumer Discretionary,S&P600
XRAY,Dentsply Sirona,,,,,,,,Health Care,S&P400
ABM,"ABM Industries, Inc.",,,,,,,,Industrials,S&P600
ACA,"Arcosa, Inc.",,,,,,,,Industrials,S&P600
ABR,Arbor Realty Trust,,,,,,,,Financials,S&P600
ACHC,Acadia Healthcare,,,,,,,,Health Care,S&P600
ACAD,Acadia Pharmaceuticals,,,,,,,,Health Care,S&P600
ACIW,ACI Worldwide,,,,,,,,Information Technology,S&P600
ACLS,"Axcelis Technologies, Inc.",,,,,,,,Information Technology,S&P600
ACT,"Enact Holdings, Inc.",,,,,,,,Financials,S&P600
ADEA,"Adeia, Inc.",,,,,,,,Information Technology,S&P600
ADAM,"Adamas Trust, Inc.",,,,,,,,Real Estate,S&P600
ADNT,Adient,,,,,,,,Consumer Discretionary,S&P600
ADMA,"ADMA Biologics, Inc.",,,,,,,,Health Care,S&P600
ADT,ADT Inc.,,,,,,,,Consumer Discretionary,S&P600
ADUS,Addus HomeCare Corp.,,,,,,,,Health Care,S&P600
ACMR,"ACM Research, Inc.",,,,,,,,Information Technology,S&P600
AEO,American Eagle Outfitters,,,,,,,,Consumer Discretionary,S&P600
AESI,"Atlas Energy Solutions, Inc.",,,,,,,,Energy,S&P600
AGNT,"eXp World Holdings, Inc.",,,,,,,,Real Estate,S&P600
AGO,Assured Guaranty Ltd.,,,,,,,,Financials,S&P600
AGYS,"Agilysys, Inc.",,,,,,,,Information Technology,S&P600
AGX,"Argan, Inc.",,,,,,,,Industrials,S&P600
AHCO,AdaptHealth Corp.,,,,,,,,Health Care,S&P600
AIR,AAR CORP.,,,,,,,,Industrials,S&P600
AKR,Acadia Realty Trust,,,,,,,,Real Estate,S&P600
ALG,Alamo Group,,,,,,,,Industrials,S&P600
ALGT,Allegiant Travel Company,,,,,,,,Industrials,S&P600
ALKS,Alkermes plc,,,,,,,,Health Care,S&P600
ALHC,"Alignment Healthcare, Inc.",,,,,,,,Health Care,S&P600
ALRM,"Alarm.Com, Inc.",,,,,,,,Financials,S&P600
AIN,Albany International Corp.,,,,,,,,Industrials,S&P600
AMN,"Amn Healthcare Services, Inc.",,,,,,,,Health Care,S&P600
AMPH,"Amphstar Pharmaceuticals, Inc.",,,,,,,,Health Care,S&P600
AMR,"Alpha Metallurgical Resources, Inc.",,,,,,,,Materials,S&P600
AMRX,Amneal Pharmaceuticals,,,,,,,,Health Care,S&P600
AMSF,"Amerisafe, Inc.",,,,,,,,Financials,S&P600
AMTM,Amentum,,,,,,,,Industrials,S&P600
ANDE,"The Andersons, Inc.",,,,,,,,Consumer Staples,S&P600
ANIP,"ANI Pharmaceuticals, Inc.",,,,,,,,Health Care,S&P600
AOSL,"Alpha and Omega Semiconductor, Ltd.",,,,,,,,Information Technology,S&P600
APAM,"Artisan Partners Asset Management, Inc.",,,,,,,,Financials,S&P600
APOG,"Apogee Enterprises, Inc.",,,,,,,,Industrials,S&P600
APLE,"Apple Hospitality REIT, Inc.",,,,,,,,Real Estate,S&P600
ARCB,ArcBest Corp.,,,,,,,,Industrials,S&P600
ARLO,Arlo Technologies,,,,,,,,Information Technology,S&P600
AORT,Artivion,,,,,,,,Health Care,S&P600
AROC,"Archrock, Inc.",,,,,,,,Energy,S&P600
ARR,Armour Residential REIT,,,,,,,,Real Estate,S&P600
ASO,Academy Sports + Outdoors,,,,,,,,Consumer Discretionary,S&P600
ASTH,"Astrana Health, Inc.",,,,,,,,Health Care,S&P600
ATEN,"A10 Networks, Inc.",,,,,,,,Information Technology,S&P600
ASTE,"Astec Industries, Inc.",,,,,,,,Industrials,S&P600
ATMU,Atmus Filtration Technologies Inc.,,,,,,,,Industrials,S&P600
AUB,"Atlantic Union Bankshares, Corp.",,,,,,,,Financials,S&P600
AVA,Avista Corporation,,,,,,,,Utilities,S&P600
AVNS,"Avanos Medical, Inc.",,,,,,,,Health Care,S&P600
AWI,"Armstrong World Industries, Inc.",,,,,,,,Industrials,S&P600
AWR,American States Water Company,,,,,,,,Utilities,S&P600
AX,"Axos Financial, Inc.",,,,,,,,Financials,S&P600
AZTA,"Azenta, Inc.",,,,,,,,Health Care,S&P600
AZZ,"AZZ, Inc.",,,,,,,,Industrials,S&P600
BANC,"Banc Of California, Inc.",,,,,,,,Financials,S&P600
BANF,Bancfirst Corp,,,,,,,,Financials,S&P600
BBT,Beacon Financial Corp.,,,,,,,,Financials,S&P600
BANR,Banner Corporation,,,,,,,,Financials,S&P600
BFAM,Bright Horizons Family Solutions Inc.,,,,,,,,Consumer Discretionary,S&P600
BCC,Boise Cascade,,,,,,,,Industrials,S&P600
BCPC,Balchem Corporation,,,,,,,,Materials,S&P600
BFH,"Bread Financial Holdings, Inc.",,,,,,,,Financials,S&P600
BFS,"Saul Centers, Inc.",,,,,,,,Real Estate,S&P600
BGC,"BGC Group, Inc.",,,,,,,,Financials,S&P600
BJRI,"BJ's Restaurants, Inc.",,,,,,,,Consumer Discretionary,S&P600
BHE,"Benchmark Electronics, Inc.",,,,,,,,Information Technology,S&P600
BL,"BlackLine Systems, Inc.",,,,,,,,Information Technology,S&P600
BKE,"The Buckle, Inc.",,,,,,,,Consumer Discretionary,S&P600
BKU,"BankUnited, Inc.",,,,,,,,Financials,S&P600
BLFS,"BioLife Solutions, Inc.",,,,,,,,Health Care,S&P600
BMI,"Badger Meter, Inc.",,,,,,,,Information Technology,S&P600
BNL,"Broadstone Net Lease, Inc.",,,,,,,,Real Estate,S&P600
BOH,Bank of Hawaii,,,,,,,,Financials,S&P600
BOOT,"Boot Barn Holdings, Inc.",,,,,,,,Consumer Discretionary,S&P600
BTSG,"BrightSpring Health Services, Inc.",,,,,,,,Health Care,S&P600
BRC,Brady Corporation,,,,,,,,Industrials,S&P600
BOX,"Box, Inc.",,,,,,,,Information Technology,S&P600
BTU,"Peabody Energy, Inc.",,,,,,,,Energy,S&P600
BXMT,"Blackstone Mortgage Trust, Inc.",,,,,,,,Financials,S&P600
CAG,Conagra Brands,,,,,,,,Consumer Staples,S&P600
CAKE,"The Cheesecake Factory, Inc.",,,,,,,,Consumer Discretionary,S&P600
CALM,"Cal-Maine Foods, Inc.",,,,,,,,Consumer Staples,S&P600
CALX,Calix,,,,,,,,Information Technology,S&P600
CALY,Callaway Golf Company,,,,,,,,Consumer Discretionary,S&P600
CARG,CarGurus,,,,,,,,Communication Services,S&P600
CABO,Cable One,,,,,,,,Communication Services,S&P600
CASH,"Pathward Financial, Inc.",,,,,,,,Financials,S&P600
CATY,Cathay General Bancorp,,,,,,,,Financials,S&P600
CBRL,Cracker Barrel,,,,,,,,Consumer Discretionary,S&P600
CBU,"Community Bank System, Inc.",,,,,,,,Financials,S&P600
CC,Chemours,,,,,,,,Materials,S&P600
CCOI,"Cogent Communications Holdings, Inc.",,,,,,,,Communication Services,S&P600
CCS,"Century Communities, Inc.",,,,,,,,Consumer Discretionary,S&P600
CE,Celanese,,,,,,,,Materials,S&P600
CENT,Central Garden & Pet Company,,,,,,,,Consumer Staples,S&P600
CENX,Century Aluminum Company,,,,,,,,Materials,S&P600
CENTA,Central Garden & Pet Company (Class A),,,,,,,,Consumer Staples,S&P600
CERT,"Certara, Inc.",,,,,,,,Health Care,S&P600
CFFN,Capitol Federal Savings Bank,,,,,,,,Financials,S&P600
CHCO,City Holding Company,,,,,,,,Financials,S&P600
CHEF,"Chefs' Warehouse, Inc.",,,,,,,,Consumer Staples,S&P600
CLB,Core Laboratories,,,,,,,,Energy,S&P600
CNK,"Cinemark Holdings, Inc.",,,,,,,,Communication Services,S&P600
CNMD,CONMED Corporation,,,,,,,,Health Care,S&P600
CNS,"Cohen & Steers, Inc.",,,,,,,,Financials,S&P600
CNR,"Core Natural Resources, Inc.",,,,,,,,Energy,S&P600
CNXN,"PC Connection, Inc.",,,,,,,,Information Technology,S&P600
COCO,The Vita Coco Company,,,,,,,,Consumer Staples,S&P600
CLSK,"CleanSpark, Inc.",,,,,,,,Information Technology,S&P600
COHU,"Cohu, Inc.",,,,,,,,Information Technology,S&P600
COLL,"Collegium Pharmaceutical, Inc.",,,,,,,,Health Care,S&P600
CON,"Concentra Group Holdings Parent, Inc.",,,,,,,,Health Care,S&P600
CPF,Central Pacific Financial Corp.,,,,,,,,Financials,S&P600
CORT,Corcept Therapeutics Incorporated,,,,,,,,Health Care,S&P600
CPK,Chesapeake Utilities Corp.,,,,,,,,Utilities,S&P600
CPRX,"Catalyst Pharmaceuticals Partners, Inc.",,,,,,,,Health Care,S&P600
CRC,California Resources Corporation,,,,,,,,Energy,S&P600
CRGY,Crescent Energy Company,,,,,,,,Energy,S&P600
CRI,"Carter's, Inc.",,,,,,,,Consumer Discretionary,S&P600
CRK,"Comstock Resources, Inc.",,,,,,,,Energy,S&P600
CRVL,CorVel Corporation,,,,,,,,Health Care,S&P600
CSR,Centerspace Trust,,,,,,,,Real Estate,S&P600
CRSR,Corsair Gaming,,,,,,,,Information Technology,S&P600
CSW,"CSW Industrials, Inc.",,,,,,,,Industrials,S&P600
CTKB,"Cytek Biosciences, Inc.",,,,,,,,Health Care,S&P600
CTS,CTS Corporation,,,,,,,,Information Technology,S&P600
CUBI,"Customers Bancorp, Inc.",,,,,,,,Financials,S&P600
CURB,Curbline Properties Corp.,,,,,,,,Real Estate,S&P600
CVI,"CVR Energy, Inc.",,,,,,,,Energy,S&P600
CVBF,CVB Financial Corp.,,,,,,,,Financials,S&P600
CVCO,"Cavco Industries, Inc.",,,,,,,,Consumer Discretionary,S&P600
CVSA,Covista Inc.,,,,,,,,Consumer Discretionary,S&P600
CWEN,"Clearway Energy, Inc. (Class C)",,,,,,,,Utilities,S&P600
CWEN-A,"Clearway Energy, Inc. (Class A)",,,,,,,,Utilities,S&P600
CWK,Cushman & Wakefield plc,,,,,,,,Real Estate,S&P600
CWST,"Casella Waste Systems, Inc.",,,,,,,,Industrials,S&P600
CXM,"Sprinklr, Inc.",,,,,,,,Information Technology,S&P600
CWT,California Water Service Group,,,,,,,,Utilities,S&P600
CXW,CoreCivic,,,,,,,,Industrials,S&P600
CZR,Caesars Entertainment,,,,,,,,Consumer Discretionary,S&P600
DAN,Dana Incorporated,,,,,,,,Consumer Discretionary,S&P600
DAVE,"Dave, Inc.",,,,,,,,Financials,S&P600
DCH,Dauch Corporation,,,,,,,,Consumer Discretionary,S&P600
DBD,Diebold Nixdorf,,,,,,,,Information Technology,S&P600
DEA,"Easterly Government Properties, Inc.",,,,,,,,Real Estate,S&P600
DCOM,"Dime Community Bancshares, Inc.",,,,,,,,Financials,S&P600
DEI,Douglas Emmett,,,,,,,,Real Estate,S&P600
DFH,"Dream Finders Homes, Inc.",,,,,,,,Consumer Discretionary,S&P600
DFIN,"Donnelley Financial Solutions, Inc.",,,,,,,,Financials,S&P600
DGII,Digi International Inc.,,,,,,,,Information Technology,S&P600
DLX,Deluxe Corporation,,,,,,,,Industrials,S&P600
DIOD,Diodes Incorporated,,,,,,,,Information Technology,S&P600
DNOW,NOW Inc,,,,,,,,Industrials,S&P600
DRH,DiamondRock Hospitality Company,,,,,,,,Real Estate,S&P600
DORM,"Dorman Products, Inc.",,,,,,,,Consumer Discretionary,S&P600
DV,"DoubleVerify Holdings, Inc.",,,,,,,,Communication Services,S&P600
DXC,DXC Technology,,,,,,,,Information Technology,S&P600
DXPE,"DXP Enterprises, Inc.",,,,,,,,Industrials,S&P600
ECG,"Everus Construction Group, Inc.",,,,,,,,Industrials,S&P600
EAT,"Brinker International, Inc.",,,,,,,,Consumer Discretionary,S&P600
EFOR,Everforth Inc.,,,,,,,,Information Technology,S&P600
ECPG,"Encore Capital Group, Inc.",,,,,,,,Financials,S&P600
EFC,"Ellington Financial, Inc.",,,,,,,,Financials,S&P600
EGBN,Eagle Bancorp Inc,,,,,,,,Financials,S&P600
EIG,"Employers Holdings, Inc.",,,,,,,,Financials,S&P600
EMBC,Embecta Corp.,,,,,,,,Health Care,S&P600
ENOV,Enovis,,,,,,,,Health Care,S&P600
EMN,Eastman Chemical Company,,,,,,,,Materials,S&P600
ENPH,Enphase Energy,,,,,,,,Information Technology,S&P600
ENR,Energizer,,,,,,,,Consumer Staples,S&P600
ENVA,"Enova International, Inc.",,,,,,,,Financials,S&P600
EPAC,Enerpac Tool Group,,,,,,,,Industrials,S&P600
EPAM,EPAM Systems,,,,,,,,Information Technology,S&P600
EPRT,"Essential Properties Realty Trust, Inc.",,,,,,,,Real Estate,S&P600
ESE,ESCO Technologies Inc.,,,,,,,,Industrials,S&P600
ETD,"Ethan Allen Interiors, Inc.",,,,,,,,Consumer Discretionary,S&P600
ESI,Element Solutions,,,,,,,,Materials,S&P600
ETSY,Etsy,,,,,,,,Consumer Discretionary,S&P600
EVTC,"EVERTEC, Inc.",,,,,,,,Financials,S&P600
EPC,Edgewell Personal Care,,,,,,,,Consumer Staples,S&P600
EXTR,"Extreme Networks, Inc.",,,,,,,,Information Technology,S&P600
EYE,National Vision Holdings,,,,,,,,Consumer Discretionary,S&P600
EZPW,"EZCORP, Inc.",,,,,,,,Financials,S&P600
FA,First Advantage Corporation,,,,,,,,Industrials,S&P600
FBK,FB Financial Corp.,,,,,,,,Financials,S&P600
FBNC,First Bancorp (Southern Pines NC),,,,,,,,Financials,S&P600
FBP,First BanCorp (Puerto Rico),,,,,,,,Financials,S&P600
FCF,"First Commonwealth Financial, Corp.",,,,,,,,Financials,S&P600
FDP,"Fresh Del Monte Produce, Inc.",,,,,,,,Consumer Staples,S&P600
FCPT,"Four Corners Property Trust, Inc.",,,,,,,,Real Estate,S&P600
FELE,Franklin Electric,,,,,,,,Industrials,S&P600
FFBC,First Financial Bancorp,,,,,,,,Financials,S&P600
FG,"F&G Annuities & Life, Inc.",,,,,,,,Financials,S&P600
FHB,"First Hawaiian, Inc.",,,,,,,,Financials,S&P600
FBRT,"Franklin BSP Realty Trust, Inc.",,,,,,,,Real Estate,S&P600
FIBK,"First Interstate BancSystem, Inc.",,,,,,,,Financials,S&P600
FIZZ,National Beverage Corp.,,,,,,,,Consumer Staples,S&P600
FLO,Flowers Foods,,,,,,,,Consumer Staples,S&P600
FMC,FMC Corporation,,,,,,,,Materials,S&P600
FORM,"FormFactor, Inc.",,,,,,,,Information Technology,S&P600
FOXF,Fox Factory,,,,,,,,Consumer Discretionary,S&P600
FRPT,Freshpet,,,,,,,,Consumer Staples,S&P600
FSS,Federal Signal Corporation,,,,,,,,Industrials,S&P600
FTDR,"Frontdoor, Inc.",,,,,,,,Consumer Discretionary,S&P600
FUL,H.B. Fuller Company,,,,,,,,Materials,S&P600
FTRE,Fortrea,,,,,,,,Health Care,S&P600
FUN,Six Flags,,,,,,,,Consumer Discretionary,S&P600
FULT,Fulton Financial Corporation,,,,,,,,Financials,S&P600
FWRD,Forward Air Corp.,,,,,,,,Industrials,S&P600
GBX,"The Greenbrier Companies, Inc.",,,,,,,,Industrials,S&P600
GEO,"GEO Group, Inc.",,,,,,,,Industrials,S&P600
GIII,"G-III Apparel Group, Ltd.",,,,,,,,Consumer Discretionary,S&P600
GKOS,Glaukos Corp.,,,,,,,,Health Care,S&P600
GNL,"Global Net Lease, Inc.",,,,,,,,Real Estate,S&P600
GNW,"Genworth Financial, Inc.",,,,,,,,Financials,S&P600
GO,Grocery Outlet,,,,,,,,Consumer Staples,S&P600
GOGO,"Gogo, Inc.",,,,,,,,Communication Services,S&P600
GFF,Griffon Corporation,,,,,,,,Industrials,S&P600
GOLF,Acushnet Company,,,,,,,,Consumer Discretionary,S&P600
GRBK,"Green Brick Partners, Inc.",,,,,,,,Consumer Discretionary,S&P600
GPI,"Group 1 Automotive, Inc.",,,,,,,,Consumer Discretionary,S&P600
GTES,Gates Corporation,,,,,,,,Industrials,S&P600
GSHD,"Goosehead Insurance, Inc.",,,,,,,,Financials,S&P600
GTM,ZoomInfo,,,,,,,,Communication Services,S&P600
GTY,Getty Realty Corp.,,,,,,,,Real Estate,S&P600
GVA,"Granite Construction, Inc.",,,,,,,,Industrials,S&P600
HAFC,Hanmi Financial Corporation,,,,,,,,Financials,S&P600
HAYW,"Hayward Holdings, Inc.",,,,,,,,Industrials,S&P600
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",,,,,,,,Financials,S&P600
HCC,"Warrior Met Coal, Inc.",,,,,,,,Materials,S&P600
HCSG,"Healthcare Services Group, Inc.",,,,,,,,Industrials,S&P600
HCI,"HCI Group, Inc.",,,,,,,,Financials,S&P600
HE,"Hawaiian Electric Industries, Inc.",,,,,,,,Utilities,S&P600
HFWA,Heritage Financial Corporation,,,,,,,,Health Care,S&P600
HIW,Highwoods Properties,,,,,,,,Real Estate,S&P600
HLX,"Helix Energy Solutions Group, Inc.",,,,,,,,Energy,S&P600
HLIT,Harmonic Inc.,,,,,,,,Information Technology,S&P600
HMN,Horace Mann Educators Corporation,,,,,,,,Financials,S&P600
HOPE,"Hope Bancorp, Inc.",,,,,,,,Financials,S&P600
HNI,HNI Corporation,,,,,,,,Industrials,S&P600
HP,"Helmerich & Payne, Inc.",,,,,,,,Energy,S&P600
HRMY,"Harmony Biosciences Holdings, Inc.",,,,,,,,Health Care,S&P600
HSTM,"HealthStream, Inc.",,,,,,,,Health Care,S&P600
HTLD,"Heartland Express, Inc.",,,,,,,,Industrials,S&P600
HTO,H2O America,,,,,,,,Utilities,S&P600
HTH,Hilltop Holdings Inc.,,,,,,,,Financials,S&P600
HUBG,"Hub Group, Inc.",,,,,,,,Industrials,S&P600
HTZ,Hertz,,,,,,,,Industrials,S&P600
HWKN,"Hawkins, Inc.",,,,,,,,Materials,S&P600
HZO,"MarineMax, Inc.",,,,,,,,Consumer Discretionary,S&P600
IART,Integra Lifesciences Holdings,,,,,,,,Health Care,S&P600
IBP,"Installed Building Products, Inc.",,,,,,,,Consumer Discretionary,S&P600
ICUI,ICU Medical,,,,,,,,Health Care,S&P600
ICHR,"Ichor Holdings, Ltd.",,,,,,,,Information Technology,S&P600
IIPR,"Innovative Industrial Properties, Inc.",,,,,,,,Real Estate,S&P600
IIIN,"Insteel Industries, Inc.",,,,,,,,Industrials,S&P600
INDB,Independent Bank Corp.,,,,,,,,Financials,S&P600
INDV,Indivior,,,,,,,,Health Care,S&P600
INSP,"Inspire Medical Systems, Inc.",,,,,,,,Health Care,S&P600
INSW,"International Seaways, Inc.",,,,,,,,Energy,S&P600
INVA,"Innoviva, Inc.",,,,,,,,Health Care,S&P600
IOSP,"Innospec, Inc.",,,,,,,,Materials,S&P600
INVX,"Innovex International, Inc.",,,,,,,,Energy,S&P600
IPAR,"Inter Parfums, Inc.",,,,,,,,Consumer Staples,S&P600
IRDM,Iridium Communications,,,,,,,,Communication Services,S&P600
ITGR,Integer Holdings Corporation,,,,,,,,Health Care,S&P600
JBGS,JBG Smith,,,,,,,,Real Estate,S&P600
JBLU,JetBlue,,,,,,,,Industrials,S&P600
JBSS,"John B. Sanfilippo & Son, Inc.",,,,,,,,Consumer Staples,S&P600
JBTM,JBT Marel Corporation,,,,,,,,Industrials,S&P600
JJSF,J&J Snack Foods Corp.,,,,,,,,Consumer Staples,S&P600
JOE,St. Joe Company,,,,,,,,Real Estate,S&P600
ITRI,"Itron, Inc.",,,,,,,,Information Technology,S&P600
JXN,"Jackson Financial, Inc.",,,,,,,,Financials,S&P600
KAI,Kadant Inc.,,,,,,,,Industrials,S&P600
KALU,Kaiser Aluminum Corporation,,,,,,,,Materials,S&P600
OPLN,"OPENLANE, Inc.",,,,,,,,Industrials,S&P600
KFY,Korn/Ferry International,,,,,,,,Industrials,S&P600
KGS,"Kodiak Gas Services, Inc.",,,,,,,,Energy,S&P600
KLIC,"Kulicke and Soffa Industries, Inc.",,,,,,,,Information Technology,S&P600
KMT,Kennametal,,,,,,,,Industrials,S&P600
KMX,"CarMax, Inc.",,,,,,,,Consumer Discretionary,S&P600
KN,Knowles Corporation,,,,,,,,Information Technology,S&P600
KOP,"Koppers Holdings, Inc.",,,,,,,,Materials,S&P600
KRYS,"Krystal Biotech, Inc.",,,,,,,,Health Care,S&P600
KNTK,"Kinetik Holdings, Inc.",,,,,,,,Energy,S&P600
KSS,Kohl's Corp.,,,,,,,,Consumer Discretionary,S&P600
KMPR,Kemper Corporation,,,,,,,,Financials,S&P600
KTB,Kontoor Brands,,,,,,,,Consumer Discretionary,S&P600
KWR,Quaker Chemical Corporation,,,,,,,,Materials,S&P600
LAUR,"Laureate Education, Inc.",,,,,,,,Consumer Discretionary,S&P600
LBRT,"Liberty Energy, Inc.",,,,,,,,Energy,S&P600
LEG,Leggett & Platt,,,,,,,,Consumer Discretionary,S&P600
LCII,LCI Industries,,,,,,,,Consumer Discretionary,S&P600
LFST,Lifestance Health,,,,,,,,Health Care,S&P600
