ticker,name,score,roe,revenue_growth,earnings_growth,per,pbr,debt_to_equity,sector,index
CYTK,Cytokinetics,97.9,,11.258,,,-13.000151,,Health Care,S&P400
FISV,Fiserv,93.6,,,,8.869492,1.0645267,,Financials,S&P500
EXE,Expand Energy,84.8,0.17568001,0.41,,6.7500005,1.1143184,25.883,Energy,S&P500
CNX,CNX Resources,84.3,0.28081,0.282,,4.512,1.038196,54.827,Energy,S&P400
EQT,EQT Corporation,84.1,0.13402,0.499,4.9,9.982923,1.3100426,20.816,Energy,S&P500
CDE,Coeur Mining,82.4,0.12146,1.378,4.833,13.951612,1.7188276,7.426,Materials,S&P400
DELL,Dell Technologies,82.3,,0.875,2.825,31.444977,-182.30235,,Information Technology,S&P500
NEM,Newmont,81.0,0.25832,0.458,0.786,12.586251,2.9812596,15.762,Materials,S&P500
BKNG,Booking Holdings,79.8,,0.162,2.4,24.316204,-16.50067,,Consumer Discretionary,S&P500
PTC,PTC Inc.,79.1,0.344,0.217,2.689,11.9644575,3.726922,35.78,Information Technology,S&P500
AFL,Aflac,78.2,0.16469,0.279,38.6,13.814857,2.0597756,48.276,Financials,S&P500
ARW,Arrow Electronics,78.0,0.113299996,0.39,2.013,14.1461315,1.496378,36.178,Information Technology,S&P400
FSLR,First Solar,77.9,0.18436001,0.236,0.651,14.516483,2.442731,5.943,Information Technology,S&P500
AR,Antero Resources,77.8,0.12837,0.343,1.606,11.449839,1.3594621,57.771,Energy,S&P400
INCY,Incyte,77.5,0.30823,0.209,0.838,16.50565,4.1556134,0.701,Health Care,S&P500
CINF,Cincinnati Financial,77.1,0.18735,0.116,,10.979417,1.8892595,5.626,Financials,S&P500
CF,CF Industries,77.1,0.273,0.194,1.151,9.958558,3.178629,43.847,Materials,S&P500
ALL,Allstate,76.8,0.45221,0.03,3.384,5.5370493,2.181487,23.719,Financials,S&P500
COLB,Columbia Banking System,76.6,0.10154,0.399,0.61,12.439216,1.1983378,,Financials,S&P400
MU,Micron Technology,76.4,0.66638,3.457,13.685,22.076488,15.186886,6.33,Information Technology,S&P500
FIS,Fidelity National Information Services,75.9,0.17225,0.301,30.406,8.100776,1.3526194,132.328,Financials,S&P500
AGCO,AGCO,75.5,0.17531,0.143,4.419,11.233365,1.963061,59.71,Industrials,S&P400
DUOL,Duolingo,75.2,0.36960998,0.265,0.236,14.389017,4.2327757,6.601,Consumer Discretionary,S&P400
MO,Altria,75.0,,0.053,1.063,15.179541,-37.830383,,Consumer Staples,S&P500
FAF,First American Financial Corporation,74.3,0.12796,0.162,0.704,10.689231,1.2922425,51.35,Financials,S&P400
YUM,Yum! Brands,74.2,,0.152,0.722,26.612276,-6.22939,,Consumer Discretionary,S&P500
HPQ,HP Inc.,74.1,,0.09,0.162,8.122222,-139.68152,,Information Technology,S&P500
EOG,EOG Resources,74.0,0.18195,0.156,0.396,12.85939,2.2630997,26.873,Energy,S&P500
CMC,Commercial Metals,73.4,0.13791999,0.229,1.123,11.669188,1.5078163,79.981,Materials,S&P400
FICO,Fair Isaac,73.0,,0.387,0.69,40.318207,-14.086057,,Information Technology,S&P500
SMCI,Supermicro,72.9,0.17877,1.227,3.26,14.326316,2.160832,120.798,Information Technology,S&P500
ALLY,Ally Financial,72.7,0.09356,0.197,,11.0,1.0486857,,Financials,S&P400
EVR,Evercore,72.5,0.42166,1.003,1.069,19.271091,7.4362483,52.585,Financials,S&P400
DINO,HF Sinclair,72.2,0.13044,0.118,,10.885886,1.3637817,34.67,Energy,S&P400
CB,Chubb Limited,72.2,0.15433,0.102,0.787,12.771216,1.9015654,31.458,Financials,S&P500
ACGL,Arch Capital Group,71.7,0.21305999,-0.033,0.946,7.8615384,1.5379058,11.282,Financials,S&P500
CEG,Constellation Energy,71.6,0.16104999,0.638,10.91,20.786272,2.5892017,66.428,Utilities,S&P500
AIZ,Assurant,71.5,0.18016,0.113,0.912,14.324962,2.3651674,37.61,Financials,S&P500
NVDA,Nvidia,71.4,1.14288,0.852,2.145,29.83614,24.142504,6.555,Information Technology,S&P500
HIG,Hartford (The),71.3,0.22735001,0.061,0.414,9.700915,2.042313,23.151,Financials,S&P500
NUE,Nucor,71.2,0.12285,0.213,3.821,21.878098,2.3434432,31.595,Materials,S&P500
BBWI,"Bath & Body Works, Inc.",70.9,,-0.032,0.837,6.238636,-3.895689,,Consumer Discretionary,S&P400
TRV,Travelers Companies (The),70.9,0.25272,0.01,3.576,10.21516,2.2752109,28.975,Financials,S&P500
IRM,Iron Mountain,70.7,,0.216,8.6,125.9785,-28.687561,,Real Estate,S&P500
FNF,Fidelity National Financial,70.1,0.1047,0.167,2.0,17.380783,1.8111025,54.788,Financials,S&P400
META,Meta Platforms,70.1,0.32930002,0.331,0.624,21.18866,6.071053,35.608,Communication Services,S&P500
EG,Everest Group,69.8,0.13822,-0.047,2.307,7.5646772,0.96656394,23.471,Financials,S&P500
TEL,TE Connectivity,69.7,0.22719999,0.145,71.5,20.167519,4.358499,43.798,Information Technology,S&P500
WDC,Western Digital,69.4,0.85920995,0.455,4.829,32.256134,25.770977,17.81,Information Technology,S&P500
BRK-B,Berkshire Hathaway,69.4,0.10499,0.044,1.196,15.10351,0.0010043923,17.669,Financials,S&P500
UHS,Universal Health Services,69.0,0.21369,0.096,0.177,6.608097,1.2839789,67.405,Health Care,S&P500
EWBC,East West Bancorp,68.9,0.16454001,0.141,0.236,12.917083,1.9680666,,Financials,S&P400
OTIS,Otis Worldwide,68.2,,0.064,0.426,19.452127,-4.9667253,,Industrials,S&P500
MSCI,MSCI Inc.,67.9,,0.141,0.491,34.48313,-15.84921,,Financials,S&P500
GOOG,Alphabet Inc. (Class C),67.6,0.38884997,0.218,0.82,27.168573,9.01402,20.026,Communication Services,S&P500
EXEL,Exelixis,67.5,0.40987,0.1,0.436,18.493378,7.31979,8.758,Health Care,S&P400
GOOGL,Alphabet Inc. (Class A),67.5,0.38884997,0.218,0.82,27.474045,9.1084175,20.026,Communication Services,S&P500
AMP,Ameriprise Financial,67.5,0.66936,0.09,0.66,12.195462,7.0932846,56.246,Financials,S&P500
WYNN,Wynn Resorts,67.4,,0.092,0.509,27.481377,-35.680805,,Consumer Discretionary,S&P500
C,Citigroup,67.4,0.07649,0.159,0.561,17.301607,1.2472266,,Financials,S&P500
MCK,McKesson Corporation,67.1,,0.06,0.372,20.492573,-43.441986,,Health Care,S&P500
ASB,Associated Bank,67.0,0.10176,0.122,0.186,10.638888,1.0387849,,Financials,S&P400
SYF,Synchrony Financial,66.9,0.2178,0.061,0.201,7.9016566,1.6862174,,Financials,S&P500
BSX,Boston Scientific,66.8,0.14661,0.116,1.0,18.887028,2.5939546,42.25,Health Care,S&P500
CFG,Citizens Financial Group,66.1,0.07739,0.138,0.468,16.819906,1.2567726,,Financials,S&P500
KEY,KeyCorp,66.0,0.09977,0.118,0.333,14.1227,1.431325,,Financials,S&P500
BLK,BlackRock,66.0,0.118990004,0.27,0.459,25.062422,2.7289994,23.635,Financials,S&P500
FHI,Federated Hermes,65.8,0.3376,0.131,0.016,10.990291,3.3859775,35.674,Financials,S&P400
ICE,Intercontinental Exchange,65.6,0.13853,0.204,0.797,19.329943,2.5535223,70.986,Financials,S&P500
AMG,Affiliated Managers Group,65.6,0.21834,0.097,0.736,14.146141,2.9555044,73.417,Financials,S&P400
EME,Emcor,65.5,0.39229,0.197,0.3,26.03899,8.903524,13.355,Industrials,S&P500
GEV,GE Vernova,65.5,0.75708,0.163,18.165,32.575653,21.484879,24.925,Industrials,S&P500
STLD,Steel Dynamics,65.2,0.15247,0.191,0.931,23.59636,3.4734983,45.994,Materials,S&P500
FHN,First Horizon,65.0,0.11259,0.097,0.293,12.904523,1.4493735,,Financials,S&P400
FIVE,Five Below,64.8,0.21127,0.325,1.956,22.976068,4.362371,86.432,Consumer Discretionary,S&P400
ESNT,Essent Group Ltd.,64.8,0.12088,0.058,0.077,9.2247505,1.0595539,8.701,Financials,S&P400
PGR,Progressive Corporation,64.8,0.37903,0.087,0.098,11.805796,4.2328796,26.174,Financials,S&P500
REGN,Regeneron Pharmaceuticals,64.8,0.14548,0.19,-0.072,15.97339,2.122014,8.612,Health Care,S&P500
CTSH,Cognizant,64.7,0.14876,0.058,0.036,9.10846,1.3208972,7.247,Information Technology,S&P500
IVZ,Invesco,64.7,-0.01535,0.141,0.35,,1.2287326,14.829,Financials,S&P500
CME,CME Group,64.6,0.15919,0.144,0.213,20.204954,3.2158537,14.059,Financials,S&P500
MKC,McCormick & Company,64.5,0.24728,0.167,-0.142,8.893511,2.054189,65.143,Consumer Staples,S&P500
AVAV,AeroVironment,64.5,-0.10029,1.333,,,2.2212784,18.971,Industrials,S&P400
PNC,PNC Financial Services,64.5,0.12104,0.138,0.177,14.496805,1.736936,,Financials,S&P500
RJF,Raymond James Financial,64.4,0.17289,0.131,0.153,15.359774,2.5193605,48.477,Financials,S&P500
NFLX,Netflix,64.3,0.48494998,0.162,0.864,25.048388,10.508864,53.788,Communication Services,S&P500
VICI,Vici Properties,64.2,0.11331,0.035,0.601,9.311644,1.0311351,61.853,Real Estate,S&P500
CART,Maplebear Inc.,64.2,0.16283001,0.136,0.535,25.433332,4.5246096,1.311,Consumer Staples,S&P400
GEN,Gen Digital,64.0,0.39876997,0.27,2.652,16.98726,6.108566,316.354,Information Technology,S&P500
MSFT,Microsoft,63.9,0.34013999,0.183,0.234,23.257294,7.000914,30.271,Information Technology,S&P500
NTRS,Northern Trust,63.9,0.14462,0.139,0.426,18.481674,2.6986942,,Financials,S&P500
TER,Teradyne,63.8,0.2875,0.87,3.148,68.47681,18.37823,2.621,Information Technology,S&P500
BNY,BNY Mellon,63.7,0.13472,0.134,0.418,18.191065,2.550889,,Financials,S&P500
G,Genpact,63.6,0.23117,0.067,0.178,8.92638,1.9927412,71.021,Industrials,S&P400
ALB,Albemarle Corporation,63.5,-0.0182,0.327,,,2.0985494,19.845,Materials,S&P500
DAL,Delta Air Lines,63.2,0.2499,0.129,,13.540146,2.974377,105.021,Industrials,S&P500
ACN,Accenture,63.1,0.24406,0.056,0.09,10.961693,2.6352143,25.035,Information Technology,S&P500
FNB,FNB Corporation,63.1,0.08851,0.096,0.188,11.746914,0.99518883,,Financials,S&P400
UAL,United Airlines Holdings,63.1,0.25726998,0.106,0.845,11.91421,2.7258787,195.081,Industrials,S&P500
APA,APA Corporation,63.0,0.26217,-0.119,0.322,7.5431237,1.7715975,61.314,Energy,S&P500
GBCI,Glacier Bancorp,62.9,0.07075,0.397,0.313,24.19626,1.585911,,Financials,S&P400
PFG,Principal Financial Group,62.6,0.13385999,-0.045,8.19,15.906744,2.0310698,33.624,Financials,S&P500
HCA,HCA Healthcare,62.6,,0.043,0.109,14.145416,-14.49301,,Health Care,S&P500
FTI,TechnipFMC,62.6,0.33407003,0.116,0.939,25.574713,7.9134555,38.688,Energy,S&P400
CBSH,Commerce Bancshares,62.6,0.14938,0.173,0.031,14.257984,1.9726689,,Financials,S&P400
PLTR,Palantir Technologies,62.5,0.32587,0.847,3.25,145.2809,36.68085,2.477,Information Technology,S&P500
FN,Fabrinet,62.4,0.1999,0.393,0.533,42.921818,7.766965,0.192,Information Technology,S&P400
JPM,JPMorgan Chase,62.0,0.16465001,0.127,0.172,16.00335,2.6053326,,Financials,S&P500
TROW,T. Rowe Price,62.0,0.18688999,0.053,0.037,12.719957,2.3636255,3.87,Financials,S&P500
RF,Regions Financial Corporation,62.0,0.11895,0.073,0.216,12.564315,1.4832958,,Financials,S&P500
LOW,Lowe's,61.9,,0.103,-0.007,19.23077,-13.767853,,Consumer Discretionary,S&P500
ADBE,Adobe Inc.,61.7,0.62953997,0.127,0.079,12.562608,7.6114593,61.443,Information Technology,S&P500
WRB,W. R. Berkley Corporation,61.7,0.20164,0.04,0.26,15.271188,2.758304,31.76,Financials,S&P500
BEN,Franklin Resources,61.6,0.06704,0.087,0.872,26.03817,1.4619406,23.471,Financials,S&P500
DXCM,Dexcom,61.5,0.35624,0.15,0.922,30.579401,9.299138,46.833,Health Care,S&P500
INTU,Intuit,61.5,0.22496,0.104,0.107,16.810135,3.660839,33.448,Information Technology,S&P500
GRMN,Garmin,61.4,0.19899,0.142,0.215,26.817879,4.99407,2.331,Consumer Discretionary,S&P500
DECK,Deckers Brands,61.2,0.40859002,0.096,-0.048,14.913106,5.862687,15.01,Consumer Discretionary,S&P500
ORLY,O’Reilly Automotive,61.1,,0.102,0.161,29.397394,-70.39782,,Consumer Discretionary,S&P500
CRUS,Cirrus Logic,61.1,0.20327,0.057,0.199,18.629301,3.4770207,6.296,Information Technology,S&P400
CBOE,Cboe Global Markets,61.1,0.2514,0.065,0.544,21.281197,4.850203,29.489,Financials,S&P500
BAC,Bank of America,61.1,0.10644,0.081,0.244,14.5732,1.518984,,Financials,S&P500
RMD,ResMed,61.0,0.25246,0.108,0.105,20.195568,4.6835275,12.988,Health Care,S&P500
MCD,McDonald's,61.0,,0.094,0.069,23.154291,-155.0442,,Consumer Discretionary,S&P500
GAP,Gap Inc.,61.0,0.2758,0.01,0.765,7.638889,1.9012346,154.364,Consumer Discretionary,S&P400
CI,Cigna,60.9,0.16268998,0.046,0.291,12.193644,1.8039291,72.805,Health Care,S&P500
PYPL,PayPal,60.7,0.25120002,0.072,-0.062,8.530957,2.0255702,58.28,Financials,S&P500
GL,Globe Life,60.7,0.20455,0.054,0.126,12.482019,2.3103902,53.588,Financials,S&P500
AZO,AutoZone,60.6,,0.084,0.077,21.738663,-18.571875,,Consumer Discretionary,S&P500
FLG,Flagstar Bank,60.6,-0.0068800002,0.212,,,0.79831475,,Financials,S&P400
SNDK,Sandisk,60.5,0.39297,2.51,,59.51569,18.745703,1.503,Information Technology,S&P500
AMZN,Amazon,60.4,0.24285,0.166,0.748,31.638851,5.9053855,53.3,Consumer Discretionary,S&P500
PCG,PG&E Corporation,60.3,0.08826999,0.15,0.398,13.217054,1.185592,187.872,Utilities,S&P500
DVA,DaVita,60.3,0.80981004,0.06,0.435,22.631021,-20.579063,1261.331,Health Care,S&P500
APPF,AppFolio,60.1,0.32598,0.204,0.372,40.690475,12.85059,7.864,Information Technology,S&P400
HBAN,Huntington Bancshares,60.0,0.083859995,0.336,-0.265,13.738462,1.2208627,,Financials,S&P500
ROP,Roper Technologies,59.9,0.09012,0.113,0.592,22.734083,1.9818251,55.606,Information Technology,S&P500
CAR,Avis Budget Group,59.9,,0.041,,,-1.6894422,,Industrials,S&P400
TRMB,Trimble Inc.,59.7,0.08252,0.118,0.556,27.769634,2.1800246,25.062,Information Technology,S&P500
ADSK,Autodesk,59.7,0.50396,0.184,2.314,30.289051,13.727669,85.419,Information Technology,S&P500
JKHY,Jack Henry & Associates,59.7,0.24892001,0.087,0.125,20.541258,4.899096,6.398,Financials,S&P500
DCI,Donaldson Company,59.7,0.27777,0.058,1.083,24.013475,6.0907907,35.882,Industrials,S&P400
AMKR,Amkor Technology,59.7,0.10005999,0.275,2.856,40.028736,3.8074675,35.4,Information Technology,S&P400
TXT,Textron,59.6,0.12254,0.118,0.106,17.652672,2.0097337,52.674,Industrials,S&P500
MAS,Masco,59.6,84.57143,0.065,0.2,20.487623,-68.97499,12229.63,Industrials,S&P500
AIG,American International Group,59.5,0.07723,0.014,0.216,13.977113,1.0470852,22.647,Financials,S&P500
HLT,Hilton Worldwide,59.4,,0.11,0.35,51.542683,-13.074008,,Consumer Discretionary,S&P500
MTB,M&T Bank,59.4,0.102910005,0.057,0.244,13.405163,1.3742083,,Financials,S&P500
AFG,American Financial Group,59.3,0.19383,0.003,0.246,13.556505,2.5353887,43.523,Financials,S&P400
MNST,Monster Beverage,59.2,0.26654,0.269,0.289,47.149757,10.9368,1.082,Consumer Staples,S&P500
TDG,TransDigm Group,59.1,,0.183,0.115,42.022125,-8.204141,,Industrials,S&P500
FFIN,First Financial Bankshares,59.1,0.14557,0.131,0.164,18.956522,2.5541887,,Financials,S&P400
TFC,Truist Financial,58.9,0.08579001,0.052,0.253,12.618812,1.0711209,,Financials,S&P500
OKE,Oneok,58.8,0.15903,0.196,0.18,15.655972,2.4750607,149.644,Energy,S&P500
CFR,Frost Bank,58.8,0.15469,0.078,0.152,15.07887,2.217608,,Financials,S&P400
HST,Host Hotels & Resorts,58.6,0.1487,0.028,1.053,15.884354,2.342496,80.482,Real Estate,S&P500
A,Agilent Technologies,58.2,0.21330999,0.1,0.6,26.242971,5.178713,49.733,Health Care,S&P500
EXLS,EXL Service,58.2,0.28094,0.138,0.075,17.210192,5.308448,66.857,Industrials,S&P400
SCHW,Charles Schwab Corporation,58.2,0.19083,0.158,0.386,19.284294,3.9697156,120.766,Financials,S&P500
WST,West Pharmaceutical Services,58.2,0.19131,0.21,0.561,48.76533,8.671345,10.734,Health Care,S&P500
WTW,Willis Towers Watson,58.1,0.20611,0.085,0.33,16.80681,3.3827353,85.693,Financials,S&P500
VRTX,Vertex Pharmaceuticals,58.0,0.24197,0.078,0.614,31.356293,6.9315686,10.26,Health Care,S&P500
PEG,Public Service Enterprise Group,58.0,0.13441,0.194,0.254,18.057524,2.3491151,141.01,Utilities,S&P500
MLM,Martin Marietta Materials,57.9,0.0947,0.172,12.208,37.604767,3.1866074,50.35,Materials,S&P500
EHC,Encompass Health,57.9,0.25232,0.09,0.303,18.229452,4.1964602,82.84,Health Care,S&P400
BKR,Baker Hughes,57.7,0.17184,0.025,1.325,16.86262,2.7102802,82.935,Energy,S&P500
MRNA,Moderna,57.7,-0.36556998,2.602,,,4.274384,17.522,Health Care,S&P500
WFC,Wells Fargo,57.7,0.12028,0.057,0.151,13.216384,1.6075121,,Financials,S&P500
LVS,Las Vegas Sands,57.6,0.90455,0.253,0.73,17.339483,26.004427,981.405,Consumer Discretionary,S&P500
LHX,L3Harris,57.5,,1.9,-0.061,32.798046,2.9389675,34.574,Industrials,S&P500
PODD,Insulet Corporation,57.4,0.22997999,0.339,1.59,38.429905,8.746144,77.844,Health Care,S&P500
ROST,Ross Stores,57.4,0.38981998,0.206,0.374,29.850348,10.867108,74.911,Consumer Discretionary,S&P500
QCOM,Qualcomm,57.4,0.36083,-0.035,1.73,18.931255,6.8425345,55.979,Information Technology,S&P500
FCX,Freeport-McMoRan,57.2,0.15630999,0.088,1.531,32.25926,4.4920063,33.008,Materials,S&P500
CHRD,Chord Energy,57.2,-0.00801,0.385,-0.482,,0.79267484,18.657,Energy,S&P400
BRO,Brown & Brown,57.1,0.11926,0.357,-0.079,22.801304,1.8627425,64.37,Financials,S&P500
ULTA,Ulta Beauty,57.0,0.47449002,0.111,0.155,17.304201,7.267901,89.209,Consumer Discretionary,S&P500
ZBH,Zimmer Biomet,57.0,0.060650002,0.093,0.341,22.660624,1.3348289,59.827,Health Care,S&P500
COKE,Coca-Cola Consolidated,57.0,1.35179,0.083,2.658,26.79863,4.0910516,197.906,Consumer Staples,S&P400
CPAY,Corpay,56.9,0.32124,0.254,0.491,21.09276,6.640666,271.343,Financials,S&P500
USB,U.S. Bancorp,56.9,0.123500004,0.046,0.148,12.941299,1.6445107,,Financials,S&P500
CRM,Salesforce,56.8,0.16908,0.133,0.522,19.225695,3.9738286,124.282,Information Technology,S&P500
NXPI,NXP Semiconductors,56.8,0.25812998,0.122,1.307,26.108881,6.319877,103.991,Information Technology,S&P500
LRCX,Lam Research,56.7,0.66762,0.238,0.408,66.17891,41.518196,35.282,Information Technology,S&P500
KMI,Kinder Morgan,56.6,0.10597,0.138,0.36,21.516779,2.2771504,98.84,Energy,S&P500
NOC,Northrop Grumman,56.6,0.28511998,0.044,0.849,17.210346,4.5561,102.682,Industrials,S&P500
ADI,Analog Devices,56.5,0.09639,0.372,1.105,56.208645,5.4445453,25.81,Information Technology,S&P500
TPL,Texas Pacific Land Corporation,56.5,0.36466,0.208,0.183,55.85734,18.051247,1.156,Energy,S&P500
DLB,Dolby,56.4,0.09417,0.071,0.053,20.297619,1.848105,1.891,Information Technology,S&P400
FR,First Industrial Realty Trust,56.4,0.12838,0.1,1.997,24.092665,2.9995675,90.648,Real Estate,S&P400
V,Visa Inc.,56.4,0.60349,0.171,0.355,31.544426,19.425491,67.233,Financials,S&P500
BALL,Ball Corporation,56.3,0.16785999,0.163,0.219,18.481049,3.012976,145.542,Materials,S&P500
LULU,Lululemon Athletica,56.3,0.32027,0.043,-0.35,9.589474,2.8081949,44.264,Consumer Discretionary,S&P500
HII,Huntington Ingalls Industries,56.1,0.12198,0.134,0.0,18.94087,2.230162,56.946,Industrials,S&P500
VEEV,Veeva Systems,56.0,0.13934,0.163,0.146,34.113274,4.2995453,1.411,Health Care,S&P500
GPN,Global Payments,56.0,0.02935,0.631,,28.908087,0.9035334,95.593,Financials,S&P500
VLO,Valero Energy,55.9,0.1585,0.066,,19.5731,3.3308456,42.664,Energy,S&P500
STE,Steris,55.9,0.11368,0.073,0.522,27.550505,2.9706473,28.999,Health Care,S&P500
AVGO,Broadcom,55.7,0.37280998,0.479,0.854,59.875416,19.557787,74.018,Information Technology,S&P500
HAL,Halliburton,55.6,0.14626999,-0.003,1.335,18.209946,2.5530596,74.651,Energy,S&P500
GILD,Gilead Sciences,55.6,0.4336,0.044,0.548,17.859865,6.933397,94.635,Health Care,S&P500
MPWR,Monolithic Power Systems,55.6,0.19574,0.261,0.395,92.60676,17.209427,0.543,Information Technology,S&P500
BYD,Boyd Gaming,55.6,0.94281,0.006,0.047,3.8859415,2.5933793,115.268,Consumer Discretionary,S&P400
FRT,Federal Realty Investment Trust,55.6,0.14783,0.103,1.525,21.090122,3.335892,138.432,Real Estate,S&P500
GD,General Dynamics,55.5,0.17974001,0.103,0.12,23.52267,3.8676345,37.701,Industrials,S&P500
AES,AES Corporation,55.4,0.052600004,0.087,9.511,7.59375,2.3523717,259.603,Utilities,S&P500
LLY,Lilly (Eli),55.4,1.07459,0.555,1.699,43.1076,34.765587,139.015,Health Care,S&P500
CELH,Celsius Holdings,55.3,0.081190005,1.377,1.258,77.11628,6.802051,22.449,Consumer Staples,S&P400
NDAQ,"Nasdaq, Inc.",55.2,0.162,0.137,0.338,25.500002,3.9733424,79.058,Financials,S&P500
CMCSA,Comcast,55.2,0.20918,0.053,-0.326,4.664706,0.96397746,106.858,Communication Services,S&P500
DKS,Dick's Sporting Goods,55.0,0.20903999,0.627,0.093,22.997078,3.7331266,138.992,Consumer Discretionary,S&P400
MDT,Medtronic,55.0,0.098409995,0.099,0.183,22.30295,2.1530619,58.214,Health Care,S&P500
AYI,Acuity Brands,54.9,0.17378001,0.016,0.462,23.872341,3.764785,28.206,Industrials,S&P400
AVT,Avnet,54.9,0.04348,0.339,0.129,31.72973,1.3611369,64.048,Information Technology,S&P400
VRT,Vertiv,54.9,0.45097,0.301,1.357,75.70025,29.169172,76.913,Industrials,S&P500
AAL,American Airlines Group,54.8,,0.108,,57.80645,-2.9072032,,Industrials,S&P400
FCN,FTI Consulting,54.8,0.13994001,0.095,0.092,18.284525,2.7332098,60.6,Industrials,S&P400
CGNX,Cognex,54.8,0.09748,0.243,1.223,79.76471,7.634276,5.005,Information Technology,S&P400
SPGI,S&P Global,54.6,0.13939999,0.104,0.325,27.858772,4.1769376,38.392,Financials,S&P500
SBUX,Starbucks,54.6,,0.088,0.326,79.59542,-14.035536,,Consumer Discretionary,S&P500
VRSN,Verisign,54.5,,0.066,0.114,28.334805,-10.554412,,Information Technology,S&P500
UBER,Uber,54.5,0.3531,0.145,-0.846,18.468983,6.1239095,48.113,Industrials,S&P500
TTD,Trade Desk (The),54.5,0.16735001,0.118,-0.2,21.704546,3.6667306,17.264,Communication Services,S&P500
NKE,"Nike, Inc.",54.4,0.22138001,-0.011,4.283,20.99524,4.3975663,74.221,Consumer Discretionary,S&P500
KEYS,Keysight Technologies,54.3,0.18174,0.315,0.356,50.54106,8.465314,43.642,Information Technology,S&P500
